subexp,condition,cond_question,cond_answer,num,kid,group,context,request,question,answer,continuation,audio,q_start_ms,q_end_ms,a_start_ms,a_end_ms,total_ms,c_start_ms,audio_nocont,total_ms_nocont
sm,sm-all-all,all,all,23,Luna,b,C'erano diversi cuscini nella veranda.,"Luna, che aveva intenzione di bagnare dei cuscini, riceverà una ricompensa se li ha bagnati tutti.","Ma quindi Luna ha bagnato alcuni dei cuscini, oppure li ha bagnati tutti?","Ne ha bagnati alcuni, ma non li ha bagnati tutti.",ma non li ha bagnati tutti.,sm-all-all-23.mp3,0,3966,4716,7663,7663,6137,sm-all-all-23-nocont.mp3,6037
sm,sm-all-no,all,no,23,Luna,c,C'erano diversi cuscini nella veranda.,"Luna, che aveva intenzione di bagnare dei cuscini, riceverà una ricompensa se li ha bagnati tutti.","Ma quindi Luna ha bagnato alcuni dei cuscini, oppure li ha bagnati tutti?","Ne ha bagnati alcuni, ma non li ha bagnati tutti.",ma non li ha bagnati tutti.,sm-all-no-23.mp3,0,3966,4716,7629,7629,6103,sm-all-no-23-nocont.mp3,6003
sm,sm-no-all,no,all,23,Luna,d,C'erano diversi cuscini nella veranda.,"Luna, che si trovava nella veranda, riceverà una ricompensa se ha bagnato dei cuscini.","Ma quindi Luna ha bagnato alcuni dei cuscini, oppure no?","Sì, ne ha bagnati alcuni, ma non li ha bagnati tutti.",ma non li ha bagnati tutti.,sm-no-all-23.mp3,0,3170,3920,7378,7378,5852,sm-no-all-23-nocont.mp3,5752
sm,sm-no-no,no,no,23,Luna,a,C'erano diversi cuscini nella veranda.,"Luna, che si trovava nella veranda, riceverà una ricompensa se ha bagnato dei cuscini.","Ma quindi Luna ha bagnato alcuni dei cuscini, oppure no?","Sì, ne ha bagnati alcuni, ma non li ha bagnati tutti.",ma non li ha bagnati tutti.,sm-no-no-23.mp3,0,3170,3920,7344,7344,5818,sm-no-no-23-nocont.mp3,5718
sm,sm-all-all,all,all,24,Pietro,b,C'erano diversi libri sulla scrivania.,"Pietro, che aveva intenzione di riporre dei libri, riceverà una ricompensa se li ha riposti tutti.","Ma quindi Pietro ha riposto alcuni dei libri, oppure li ha riposti tutti?","Ne ha riposti alcuni, ma non li ha riposti tutti.",ma non li ha riposti tutti.,sm-all-all-24.mp3,0,4202,4952,8153,8153,6505,sm-all-all-24-nocont.mp3,6405
sm,sm-all-no,all,no,24,Pietro,c,C'erano diversi libri sulla scrivania.,"Pietro, che aveva intenzione di riporre dei libri, riceverà una ricompensa se li ha riposti tutti.","Ma quindi Pietro ha riposto alcuni dei libri, oppure li ha riposti tutti?","Ne ha riposti alcuni, ma non li ha riposti tutti.",ma non li ha riposti tutti.,sm-all-no-24.mp3,0,4202,4952,8092,8092,6444,sm-all-no-24-nocont.mp3,6344
sm,sm-no-all,no,all,24,Pietro,d,C'erano diversi libri sulla scrivania.,"Pietro, che si trovava vicino alla scrivania, riceverà una ricompensa se ha riposto dei libri.","Ma quindi Pietro ha riposto alcuni dei libri, oppure no?","Sì, ne ha riposti alcuni, ma non li ha riposti tutti.",ma non li ha riposti tutti.,sm-no-all-24.mp3,0,3339,4089,7801,7801,6153,sm-no-all-24-nocont.mp3,6053
sm,sm-no-no,no,no,24,Pietro,a,C'erano diversi libri sulla scrivania.,"Pietro, che si trovava vicino alla scrivania, riceverà una ricompensa se ha riposto dei libri.","Ma quindi Pietro ha riposto alcuni dei libri, oppure no?","Sì, ne ha riposti alcuni, ma non li ha riposti tutti.",ma non li ha riposti tutti.,sm-no-no-24.mp3,0,3339,4089,7740,7740,6092,sm-no-no-24-nocont.mp3,5992
wh,wh-neg-neg,neg,neg,1,Marta,d,"Nella scatola c'erano una calamita verde, una rossa, una blu e una gialla.","Marta, che aveva intenzione di prendere molte calamite, riceverà una ricompensa se non ha preso quella gialla.",Ma quindi Marta quali calamite non ha preso?,Non ha preso quella rossa.,,wh-neg-neg-1.mp3,0,2506,3256,4749,4749,4749,wh-neg-neg-1.mp3,4749
wh,wh-neg-pos,neg,pos,1,Marta,c,"Nella scatola c'erano una calamita verde, una rossa, una blu e una gialla.","Marta, che aveva intenzione di prendere molte calamite, riceverà una ricompensa se non ha preso quella gialla.",Ma quindi Marta quali calamite non ha preso?,Ha preso quella rossa.,,wh-neg-pos-1.mp3,0,2506,3256,4594,4594,4594,wh-neg-pos-1.mp3,4594
wh,wh-pos-neg,pos,neg,1,Marta,b,"Nella scatola c'erano una calamita verde, una rossa, una blu e una gialla.","Marta, che aveva intenzione di prendere poche calamite, riceverà una ricompensa se ha preso quella gialla.",Ma quindi Marta quali calamite ha preso?,Non ha preso quella rossa.,,wh-pos-neg-1.mp3,0,2330,3080,4573,4573,4573,wh-pos-neg-1.mp3,4573
wh,wh-pos-pos,pos,pos,1,Marta,a,"Nella scatola c'erano una calamita verde, una rossa, una blu e una gialla.","Marta, che aveva intenzione di prendere poche calamite, riceverà una ricompensa se ha preso quella gialla.",Ma quindi Marta quali calamite ha preso?,Ha preso quella rossa.,,wh-pos-pos-1.mp3,0,2330,3080,4418,4418,4418,wh-pos-pos-1.mp3,4418
wh,wh-neg-neg,neg,neg,2,Albi,d,"In frigo c'erano uno yogurt alla fragola, uno alla banana, uno all'albicocca e uno al caffè.","Albi, che aveva intenzione di mangiare molti yogurt, riceverà una ricompensa se non ha mangiato quello al caffè.",Ma quindi Albi quali yogurt non ha mangiato?,Non ha mangiato quello alla banana.,,wh-neg-neg-2.mp3,0,2848,3598,5464,5464,5464,wh-neg-neg-2.mp3,5464
wh,wh-neg-pos,neg,pos,2,Albi,c,"In frigo c'erano uno yogurt alla fragola, uno alla banana, uno all'albicocca e uno al caffè.","Albi, che aveva intenzione di mangiare molti yogurt, riceverà una ricompensa se non ha mangiato quello al caffè.",Ma quindi Albi quali yogurt non ha mangiato?,Ha mangiato quello alla banana.,,wh-neg-pos-2.mp3,0,2848,3598,5238,5238,5238,wh-neg-pos-2.mp3,5238
wh,wh-pos-neg,pos,neg,2,Albi,b,"In frigo c'erano uno yogurt alla fragola, uno alla banana, uno all'albicocca e uno al caffè.","Albi, che aveva intenzione di mangiare pochi yogurt, riceverà una ricompensa se ha mangiato quello al caffè.",Ma quindi Albi quali yogurt ha mangiato?,Non ha mangiato quello alla banana.,,wh-pos-neg-2.mp3,0,2480,3230,5096,5096,5096,wh-pos-neg-2.mp3,5096
wh,wh-pos-pos,pos,pos,2,Albi,a,"In frigo c'erano uno yogurt alla fragola, uno alla banana, uno all'albicocca e uno al caffè.","Albi, che aveva intenzione di mangiare pochi yogurt, riceverà una ricompensa se ha mangiato quello al caffè.",Ma quindi Albi quali yogurt ha mangiato?,Ha mangiato quello alla banana.,,wh-pos-pos-2.mp3,0,2480,3230,4870,4870,4870,wh-pos-pos-2.mp3,4870
wh,wh-neg-neg,neg,neg,3,Eva,d,"Sulla mensola c'erano una tazzina bianca, una gialla, una arancione e una rossa.","Eva, che aveva intenzione di scheggiare molte tazzine, riceverà una ricompensa se non ha scheggiato quella rossa.",Ma quindi Eva quali tazzine non ha scheggiato?,Non ha scheggiato quella gialla.,,wh-neg-neg-3.mp3,0,2824,3574,5343,5343,5343,wh-neg-neg-3.mp3,5343
wh,wh-neg-pos,neg,pos,3,Eva,c,"Sulla mensola c'erano una tazzina bianca, una gialla, una arancione e una rossa.","Eva, che aveva intenzione di scheggiare molte tazzine, riceverà una ricompensa se non ha scheggiato quella rossa.",Ma quindi Eva quali tazzine non ha scheggiato?,Ha scheggiato quella gialla.,,wh-neg-pos-3.mp3,0,2824,3574,4997,4997,4997,wh-neg-pos-3.mp3,4997
wh,wh-pos-neg,pos,neg,3,Eva,b,"Sulla mensola c'erano una tazzina bianca, una gialla, una arancione e una rossa.","Eva, che aveva intenzione di scheggiare poche tazzine, riceverà una ricompensa se ha scheggiato quella rossa.",Ma quindi Eva quali tazzine ha scheggiato?,Non ha scheggiato quella gialla.,,wh-pos-neg-3.mp3,0,2488,3238,5007,5007,5007,wh-pos-neg-3.mp3,5007
wh,wh-pos-pos,pos,pos,3,Eva,a,"Sulla mensola c'erano una tazzina bianca, una gialla, una arancione e una rossa.","Eva, che aveva intenzione di scheggiare poche tazzine, riceverà una ricompensa se ha scheggiato quella rossa.",Ma quindi Eva quali tazzine ha scheggiato?,Ha scheggiato quella gialla.,,wh-pos-pos-3.mp3,0,2488,3238,4661,4661,4661,wh-pos-pos-3.mp3,4661
wh,wh-neg-neg,neg,neg,4,Nico,d,"Al parco c'erano un cane bianco, uno nero, uno marrone e uno focato.","Nico, che aveva intenzione di rincorrere molti cani, riceverà una ricompensa se non ha rincorso quello focato.",Ma quindi Nico quali cani non ha rincorso?,Non ha rincorso quello nero.,,wh-neg-neg-4.mp3,0,2588,3338,5102,5102,5102,wh-neg-neg-4.mp3,5102
wh,wh-neg-pos,neg,pos,4,Nico,c,"Al parco c'erano un cane bianco, uno nero, uno marrone e uno focato.","Nico, che aveva intenzione di rincorrere molti cani, riceverà una ricompensa se non ha rincorso quello focato.",Ma quindi Nico quali cani non ha rincorso?,Ha rincorso quello nero.,,wh-neg-pos-4.mp3,0,2588,3338,4824,4824,4824,wh-neg-pos-4.mp3,4824
wh,wh-pos-neg,pos,neg,4,Nico,b,"Al parco c'erano un cane bianco, uno nero, uno marrone e uno focato.","Nico, che aveva intenzione di rincorrere pochi cani, riceverà una ricompensa se ha rincorso quello focato.",Ma quindi Nico quali cani ha rincorso?,Non ha rincorso quello nero.,,wh-pos-neg-4.mp3,0,2345,3095,4859,4859,4859,wh-pos-neg-4.mp3,4859
wh,wh-pos-pos,pos,pos,4,Nico,a,"Al parco c'erano un cane bianco, uno nero, uno marrone e uno focato.","Nico, che aveva intenzione di rincorrere pochi cani, riceverà una ricompensa se ha rincorso quello focato.",Ma quindi Nico quali cani ha rincorso?,Ha rincorso quello nero.,,wh-pos-pos-4.mp3,0,2345,3095,4581,4581,4581,wh-pos-pos-4.mp3,4581
wh,wh-neg-neg,neg,neg,5,Luna,d,"Nel cassetto c'erano una sciarpa di lana, una di cotone, una di poliestere e una di seta.","Luna, che aveva intenzione di strappare molte sciarpe, riceverà una ricompensa se non ha strappato quella di seta.",Ma quindi Luna quali sciarpe non ha strappato?,Non ha strappato quella di cotone.,,wh-neg-neg-5.mp3,0,2596,3346,5247,5247,5247,wh-neg-neg-5.mp3,5247
wh,wh-neg-pos,neg,pos,5,Luna,c,"Nel cassetto c'erano una sciarpa di lana, una di cotone, una di poliestere e una di seta.","Luna, che aveva intenzione di strappare molte sciarpe, riceverà una ricompensa se non ha strappato quella di seta.",Ma quindi Luna quali sciarpe non ha strappato?,Ha strappato quella di cotone.,,wh-neg-pos-5.mp3,0,2596,3346,4942,4942,4942,wh-neg-pos-5.mp3,4942
wh,wh-pos-neg,pos,neg,5,Luna,b,"Nel cassetto c'erano una sciarpa di lana, una di cotone, una di poliestere e una di seta.","Luna, che aveva intenzione di strappare poche sciarpe, riceverà una ricompensa se ha strappato quella di seta.",Ma quindi Luna quali sciarpe ha strappato?,Non ha strappato quella di cotone.,,wh-pos-neg-5.mp3,0,2482,3232,5133,5133,5133,wh-pos-neg-5.mp3,5133
wh,wh-pos-pos,pos,pos,5,Luna,a,"Nel cassetto c'erano una sciarpa di lana, una di cotone, una di poliestere e una di seta.","Luna, che aveva intenzione di strappare poche sciarpe, riceverà una ricompensa se ha strappato quella di seta.",Ma quindi Luna quali sciarpe ha strappato?,Ha strappato quella di cotone.,,wh-pos-pos-5.mp3,0,2482,3232,4828,4828,4828,wh-pos-pos-5.mp3,4828
wh,wh-neg-neg,neg,neg,6,Pietro,d,"In camera c'erano una scatolina rossa, una marrone, una gialla e una arancione.","Pietro, che aveva intenzione di aprire molte scatoline, riceverà una ricompensa se non ha aperto quella arancione.",Ma quindi Pietro quali scatoline non ha aperto?,Non ha aperto quella marrone.,,wh-neg-neg-6.mp3,0,2704,3454,5098,5098,5098,wh-neg-neg-6.mp3,5098
wh,wh-neg-pos,neg,pos,6,Pietro,c,"In camera c'erano una scatolina rossa, una marrone, una gialla e una arancione.","Pietro, che aveva intenzione di aprire molte scatoline, riceverà una ricompensa se non ha aperto quella arancione.",Ma quindi Pietro quali scatoline non ha aperto?,Ha aperto quella marrone.,,wh-neg-pos-6.mp3,0,2704,3454,4954,4954,4954,wh-neg-pos-6.mp3,4954
wh,wh-pos-neg,pos,neg,6,Pietro,b,"In camera c'erano una scatolina rossa, una marrone, una gialla e una arancione.","Pietro, che aveva intenzione di aprire poche scatoline, riceverà una ricompensa se ha aperto quella arancione.",Ma quindi Pietro quali scatoline ha aperto?,Non ha aperto quella marrone.,,wh-pos-neg-6.mp3,0,2604,3354,4998,4998,4998,wh-pos-neg-6.mp3,4998
wh,wh-pos-pos,pos,pos,6,Pietro,a,"In camera c'erano una scatolina rossa, una marrone, una gialla e una arancione.","Pietro, che aveva intenzione di aprire poche scatoline, riceverà una ricompensa se ha aperto quella arancione.",Ma quindi Pietro quali scatoline ha aperto?,Ha aperto quella marrone.,,wh-pos-pos-6.mp3,0,2604,3354,4854,4854,4854,wh-pos-pos-6.mp3,4854
wh,wh-neg-neg,neg,neg,7,Marta,c,"Sul comodino c'erano un dinosauro verde, uno grigio, uno marrone e uno giallo.","Marta, che aveva intenzione di portare via molti dinosauri, riceverà una ricompensa se non ha portato via quello giallo.",Ma quindi Marta quali dinosauri non ha portato via?,Non ha portato via quello grigio.,,wh-neg-neg-7.mp3,0,3152,3902,5743,5743,5743,wh-neg-neg-7.mp3,5743
wh,wh-neg-pos,neg,pos,7,Marta,b,"Sul comodino c'erano un dinosauro verde, uno grigio, uno marrone e uno giallo.","Marta, che aveva intenzione di portare via molti dinosauri, riceverà una ricompensa se non ha portato via quello giallo.",Ma quindi Marta quali dinosauri non ha portato via?,Ha portato via quello grigio.,,wh-neg-pos-7.mp3,0,3152,3902,5463,5463,5463,wh-neg-pos-7.mp3,5463
wh,wh-pos-neg,pos,neg,7,Marta,a,"Sul comodino c'erano un dinosauro verde, uno grigio, uno marrone e uno giallo.","Marta, che aveva intenzione di portare via pochi dinosauri, riceverà una ricompensa se ha portato via quello giallo.",Ma quindi Marta quali dinosauri ha portato via?,Non ha portato via quello grigio.,,wh-pos-neg-7.mp3,0,2961,3711,5552,5552,5552,wh-pos-neg-7.mp3,5552
wh,wh-pos-pos,pos,pos,7,Marta,d,"Sul comodino c'erano un dinosauro verde, uno grigio, uno marrone e uno giallo.","Marta, che aveva intenzione di portare via pochi dinosauri, riceverà una ricompensa se ha portato via quello giallo.",Ma quindi Marta quali dinosauri ha portato via?,Ha portato via quello grigio.,,wh-pos-pos-7.mp3,0,2961,3711,5272,5272,5272,wh-pos-pos-7.mp3,5272
wh,wh-neg-neg,neg,neg,8,Albi,c,"Sul vassoio c'erano un muffin all'uvetta, uno al cioccolato, uno all'arancia e uno ai mirtilli.","Albi, che aveva intenzione di mangiare molti muffin, riceverà una ricompensa se non ha mangiato quello ai mirtilli.",Ma quindi Albi quali muffin non ha mangiato?,Non ha mangiato quello al cioccolato.,,wh-neg-neg-8.mp3,0,2509,3259,5187,5187,5187,wh-neg-neg-8.mp3,5187
wh,wh-neg-pos,neg,pos,8,Albi,b,"Sul vassoio c'erano un muffin all'uvetta, uno al cioccolato, uno all'arancia e uno ai mirtilli.","Albi, che aveva intenzione di mangiare molti muffin, riceverà una ricompensa se non ha mangiato quello ai mirtilli.",Ma quindi Albi quali muffin non ha mangiato?,Ha mangiato quello al cioccolato.,,wh-neg-pos-8.mp3,0,2509,3259,4813,4813,4813,wh-neg-pos-8.mp3,4813
wh,wh-pos-neg,pos,neg,8,Albi,a,"Sul vassoio c'erano un muffin all'uvetta, uno al cioccolato, uno all'arancia e uno ai mirtilli.","Albi, che aveva intenzione di mangiare pochi muffin, riceverà una ricompensa se ha mangiato quello ai mirtilli.",Ma quindi Albi quali muffin ha mangiato?,Non ha mangiato quello al cioccolato.,,wh-pos-neg-8.mp3,0,2398,3148,5076,5076,5076,wh-pos-neg-8.mp3,5076
wh,wh-pos-pos,pos,pos,8,Albi,d,"Sul vassoio c'erano un muffin all'uvetta, uno al cioccolato, uno all'arancia e uno ai mirtilli.","Albi, che aveva intenzione di mangiare pochi muffin, riceverà una ricompensa se ha mangiato quello ai mirtilli.",Ma quindi Albi quali muffin ha mangiato?,Ha mangiato quello al cioccolato.,,wh-pos-pos-8.mp3,0,2398,3148,4702,4702,4702,wh-pos-pos-8.mp3,4702
wh,wh-neg-neg,neg,neg,9,Eva,c,"Sul mobile c'erano una statuina di avorio, una di terracotta, una di legno e una di porcellana.","Eva, che aveva intenzione di scheggiare molte statuine, riceverà una ricompensa se non ha scheggiato quella di porcellana.",Ma quindi Eva quali statuine non ha scheggiato?,Non ha scheggiato quella di terracotta.,,wh-neg-neg-9.mp3,0,2832,3582,5641,5641,5641,wh-neg-neg-9.mp3,5641
wh,wh-neg-pos,neg,pos,9,Eva,b,"Sul mobile c'erano una statuina di avorio, una di terracotta, una di legno e una di porcellana.","Eva, che aveva intenzione di scheggiare molte statuine, riceverà una ricompensa se non ha scheggiato quella di porcellana.",Ma quindi Eva quali statuine non ha scheggiato?,Ha scheggiato quella di terracotta.,,wh-neg-pos-9.mp3,0,2832,3582,5413,5413,5413,wh-neg-pos-9.mp3,5413
wh,wh-pos-neg,pos,neg,9,Eva,a,"Sul mobile c'erano una statuina di avorio, una di terracotta, una di legno e una di porcellana.","Eva, che aveva intenzione di scheggiare poche statuine, riceverà una ricompensa se ha scheggiato quella di porcellana.",Ma quindi Eva quali statuine ha scheggiato?,Non ha scheggiato quella di terracotta.,,wh-pos-neg-9.mp3,0,2470,3220,5279,5279,5279,wh-pos-neg-9.mp3,5279
wh,wh-pos-pos,pos,pos,9,Eva,d,"Sul mobile c'erano una statuina di avorio, una di terracotta, una di legno e una di porcellana.","Eva, che aveva intenzione di scheggiare poche statuine, riceverà una ricompensa se ha scheggiato quella di porcellana.",Ma quindi Eva quali statuine ha scheggiato?,Ha scheggiato quella di terracotta.,,wh-pos-pos-9.mp3,0,2470,3220,5051,5051,5051,wh-pos-pos-9.mp3,5051
wh,wh-neg-neg,neg,neg,10,Nico,c,"Nell'aiuola c'erano una farfalla blu, una gialla, una arancione e una viola.","Nico, che aveva intenzione di catturare molte farfalle, riceverà una ricompensa se non ha catturato quella viola.",Ma quindi Nico quali farfalle non ha catturato?,Non ha catturato quella gialla.,,wh-neg-neg-10.mp3,0,2849,3599,5363,5363,5363,wh-neg-neg-10.mp3,5363
wh,wh-neg-pos,neg,pos,10,Nico,b,"Nell'aiuola c'erano una farfalla blu, una gialla, una arancione e una viola.","Nico, che aveva intenzione di catturare molte farfalle, riceverà una ricompensa se non ha catturato quella viola.",Ma quindi Nico quali farfalle non ha catturato?,Ha catturato quella gialla.,,wh-neg-pos-10.mp3,0,2849,3599,5139,5139,5139,wh-neg-pos-10.mp3,5139
wh,wh-pos-neg,pos,neg,10,Nico,a,"Nell'aiuola c'erano una farfalla blu, una gialla, una arancione e una viola.","Nico, che aveva intenzione di catturare poche farfalle, riceverà una ricompensa se ha catturato quella viola.",Ma quindi Nico quali farfalle ha catturato?,Non ha catturato quella gialla.,,wh-pos-neg-10.mp3,0,2546,3296,5060,5060,5060,wh-pos-neg-10.mp3,5060
wh,wh-pos-pos,pos,pos,10,Nico,d,"Nell'aiuola c'erano una farfalla blu, una gialla, una arancione e una viola.","Nico, che aveva intenzione di catturare poche farfalle, riceverà una ricompensa se ha catturato quella viola.",Ma quindi Nico quali farfalle ha catturato?,Ha catturato quella gialla.,,wh-pos-pos-10.mp3,0,2546,3296,4836,4836,4836,wh-pos-pos-10.mp3,4836
wh,wh-neg-neg,neg,neg,11,Luna,c,"Sulla scrivania c'erano un foglio giallo, uno verde, uno azzurro e uno bianco.","Luna, che aveva intenzione di bagnare molti fogli, riceverà una ricompensa se non ha bagnato quello bianco.",Ma quindi Luna quali fogli non ha bagnato?,Non ha bagnato quello verde.,,wh-neg-neg-11.mp3,0,2487,3237,4783,4783,4783,wh-neg-neg-11.mp3,4783
wh,wh-neg-pos,neg,pos,11,Luna,b,"Sulla scrivania c'erano un foglio giallo, uno verde, uno azzurro e uno bianco.","Luna, che aveva intenzione di bagnare molti fogli, riceverà una ricompensa se non ha bagnato quello bianco.",Ma quindi Luna quali fogli non ha bagnato?,Ha bagnato quello verde.,,wh-neg-pos-11.mp3,0,2487,3237,4557,4557,4557,wh-neg-pos-11.mp3,4557
wh,wh-pos-neg,pos,neg,11,Luna,a,"Sulla scrivania c'erano un foglio giallo, uno verde, uno azzurro e uno bianco.","Luna, che aveva intenzione di bagnare pochi fogli, riceverà una ricompensa se ha bagnato quello bianco.",Ma quindi Luna quali fogli ha bagnato?,Non ha bagnato quello verde.,,wh-pos-neg-11.mp3,0,2241,2991,4537,4537,4537,wh-pos-neg-11.mp3,4537
wh,wh-pos-pos,pos,pos,11,Luna,d,"Sulla scrivania c'erano un foglio giallo, uno verde, uno azzurro e uno bianco.","Luna, che aveva intenzione di bagnare pochi fogli, riceverà una ricompensa se ha bagnato quello bianco.",Ma quindi Luna quali fogli ha bagnato?,Ha bagnato quello verde.,,wh-pos-pos-11.mp3,0,2241,2991,4311,4311,4311,wh-pos-pos-11.mp3,4311
wh,wh-neg-neg,neg,neg,12,Pietro,c,"Nell'armadio c'erano una camicia blu, una marrone, una nera e una bianca.","Pietro, che aveva intenzione di portare via molte camicie, riceverà una ricompensa se non ha portato via quella bianca.",Ma quindi Pietro quali camicie non ha portato via?,Non ha portato via quella marrone.,,wh-neg-neg-12.mp3,0,2812,3562,5399,5399,5399,wh-neg-neg-12.mp3,5399
wh,wh-neg-pos,neg,pos,12,Pietro,b,"Nell'armadio c'erano una camicia blu, una marrone, una nera e una bianca.","Pietro, che aveva intenzione di portare via molte camicie, riceverà una ricompensa se non ha portato via quella bianca.",Ma quindi Pietro quali camicie non ha portato via?,Ha portato via quella marrone.,,wh-neg-pos-12.mp3,0,2812,3562,5293,5293,5293,wh-neg-pos-12.mp3,5293
wh,wh-pos-neg,pos,neg,12,Pietro,a,"Nell'armadio c'erano una camicia blu, una marrone, una nera e una bianca.","Pietro, che aveva intenzione di portare via poche camicie, riceverà una ricompensa se ha portato via quella bianca.",Ma quindi Pietro quali camicie ha portato via?,Non ha portato via quella marrone.,,wh-pos-neg-12.mp3,0,2626,3376,5213,5213,5213,wh-pos-neg-12.mp3,5213
wh,wh-pos-pos,pos,pos,12,Pietro,d,"Nell'armadio c'erano una camicia blu, una marrone, una nera e una bianca.","Pietro, che aveva intenzione di portare via poche camicie, riceverà una ricompensa se ha portato via quella bianca.",Ma quindi Pietro quali camicie ha portato via?,Ha portato via quella marrone.,,wh-pos-pos-12.mp3,0,2626,3376,5107,5107,5107,wh-pos-pos-12.mp3,5107
wh,wh-neg-neg,neg,neg,13,Marta,b,"Sul tavolo c'erano un pennarello celeste, uno rosa, uno viola e uno ocra.","Marta, che aveva intenzione di esaurire molti pennarelli, riceverà una ricompensa se non ha esaurito quello ocra.",Ma quindi Marta quali pennarelli non ha esaurito?,Non ha esaurito quello rosa.,,wh-neg-neg-13.mp3,0,2827,3577,5325,5325,5325,wh-neg-neg-13.mp3,5325
wh,wh-neg-pos,neg,pos,13,Marta,a,"Sul tavolo c'erano un pennarello celeste, uno rosa, uno viola e uno ocra.","Marta, che aveva intenzione di esaurire molti pennarelli, riceverà una ricompensa se non ha esaurito quello ocra.",Ma quindi Marta quali pennarelli non ha esaurito?,Ha esaurito quello rosa.,,wh-neg-pos-13.mp3,0,2827,3577,5176,5176,5176,wh-neg-pos-13.mp3,5176
wh,wh-pos-neg,pos,neg,13,Marta,d,"Sul tavolo c'erano un pennarello celeste, uno rosa, uno viola e uno ocra.","Marta, che aveva intenzione di esaurire pochi pennarelli, riceverà una ricompensa se ha esaurito quello ocra.",Ma quindi Marta quali pennarelli ha esaurito?,Non ha esaurito quello rosa.,,wh-pos-neg-13.mp3,0,2799,3549,5297,5297,5297,wh-pos-neg-13.mp3,5297
wh,wh-pos-pos,pos,pos,13,Marta,c,"Sul tavolo c'erano un pennarello celeste, uno rosa, uno viola e uno ocra.","Marta, che aveva intenzione di esaurire pochi pennarelli, riceverà una ricompensa se ha esaurito quello ocra.",Ma quindi Marta quali pennarelli ha esaurito?,Ha esaurito quello rosa.,,wh-pos-pos-13.mp3,0,2799,3549,5148,5148,5148,wh-pos-pos-13.mp3,5148
wh,wh-neg-neg,neg,neg,14,Albi,b,"Sul vassoio c'erano una pastina alla frutta, una alla ricotta, una alla crema e una allo zabaione.","Albi, che aveva intenzione di mangiare molte pastine, riceverà una ricompensa se non ha mangiato quella allo zabaione.",Ma quindi Albi quali pastine non ha mangiato?,Non ha mangiato quella alla ricotta.,,wh-neg-neg-14.mp3,0,2653,3403,5249,5249,5249,wh-neg-neg-14.mp3,5249
wh,wh-neg-pos,neg,pos,14,Albi,a,"Sul vassoio c'erano una pastina alla frutta, una alla ricotta, una alla crema e una allo zabaione.","Albi, che aveva intenzione di mangiare molte pastine, riceverà una ricompensa se non ha mangiato quella allo zabaione.",Ma quindi Albi quali pastine non ha mangiato?,Ha mangiato quella alla ricotta.,,wh-neg-pos-14.mp3,0,2653,3403,5071,5071,5071,wh-neg-pos-14.mp3,5071
wh,wh-pos-neg,pos,neg,14,Albi,d,"Sul vassoio c'erano una pastina alla frutta, una alla ricotta, una alla crema e una allo zabaione.","Albi, che aveva intenzione di mangiare poche pastine, riceverà una ricompensa se ha mangiato quella allo zabaione.",Ma quindi Albi quali pastine ha mangiato?,Non ha mangiato quella alla ricotta.,,wh-pos-neg-14.mp3,0,2328,3078,4924,4924,4924,wh-pos-neg-14.mp3,4924
wh,wh-pos-pos,pos,pos,14,Albi,c,"Sul vassoio c'erano una pastina alla frutta, una alla ricotta, una alla crema e una allo zabaione.","Albi, che aveva intenzione di mangiare poche pastine, riceverà una ricompensa se ha mangiato quella allo zabaione.",Ma quindi Albi quali pastine ha mangiato?,Ha mangiato quella alla ricotta.,,wh-pos-pos-14.mp3,0,2328,3078,4746,4746,4746,wh-pos-pos-14.mp3,4746
wh,wh-neg-neg,neg,neg,15,Eva,b,"Sul festone c'erano un palloncino giallo, uno rosso, uno arancione e uno rosa.","Eva, che aveva intenzione di fare scoppiare molti palloncini, riceverà una ricompensa se non ha fatto scoppiare quello rosa.",Ma quindi Eva quali palloncini non ha fatto scoppiare?,Non ha fatto scoppiare quello rosso.,,wh-neg-neg-15.mp3,0,2996,3746,5799,5799,5799,wh-neg-neg-15.mp3,5799
wh,wh-neg-pos,neg,pos,15,Eva,a,"Sul festone c'erano un palloncino giallo, uno rosso, uno arancione e uno rosa.","Eva, che aveva intenzione di fare scoppiare molti palloncini, riceverà una ricompensa se non ha fatto scoppiare quello rosa.",Ma quindi Eva quali palloncini non ha fatto scoppiare?,Ha fatto scoppiare quello rosso.,,wh-neg-pos-15.mp3,0,2996,3746,5610,5610,5610,wh-neg-pos-15.mp3,5610
wh,wh-pos-neg,pos,neg,15,Eva,d,"Sul festone c'erano un palloncino giallo, uno rosso, uno arancione e uno rosa.","Eva, che aveva intenzione di fare scoppiare pochi palloncini, riceverà una ricompensa se ha fatto scoppiare quello rosa.",Ma quindi Eva quali palloncini ha fatto scoppiare?,Non ha fatto scoppiare quello rosso.,,wh-pos-neg-15.mp3,0,2792,3542,5595,5595,5595,wh-pos-neg-15.mp3,5595
